24.5434 	EXP 	New trial (rep=0, index=11): <Trial 11 (11 in rep 0) data={'cueType': 'endogenous', 'validity': 'valid', 'cueSide': 'right', 'targetSide': 'right', 'cueFile': 'posner/cue_arrow_right.png', 'thisN': 11, 'thisTrialN': 11, 'thisRepN': 0}>
24.5441 	EXP 	CODE: 0 TRIGGER: (FIX_ONSET) TIMESTAMP: 27.589218
24.5475 	EXP 	blank: autoDraw = False
24.5475 	EXP 	blank: autoDraw = False
24.5475 	EXP 	cue: image = 'posner/cue_arrow_right.png'
24.5475 	EXP 	target: image = 'posner/target_dot.png'
24.5475 	EXP 	fixation: autoDraw = True
24.5475 	EXP 	boxLeft: autoDraw = True
24.5475 	EXP 	boxRight: autoDraw = True
25.0310 	EXP 	cue: autoDraw = True
25.0438 	EXP 	CODE: 12 TRIGGER: (CUE_RIGHT) TIMESTAMP: 28.088911
25.1188 	EXP 	cue: autoDraw = False
25.3895 	INFO 	Keyboard events cleared
25.3894 	EXP 	target: autoDraw = True
25.4061 	EXP 	CODE: 22 TRIGGER: (TARGET_RIGHT) TIMESTAMP: 28.451272
25.6438 	EXP 	Device response: <KeyPress from None: t=25.643173456192017, value=right, duration=None>
25.6438 	EXP 	CODE: 31 TRIGGER: (RESPONSE_CORRECT) TIMESTAMP: 28.688948
25.6438 	EXP 	CODE: 40 TRIGGER: (ITI_ONSET) TIMESTAMP: 28.688982
25.6440 	DATA 	Keypress: right
25.6479 	EXP 	fixation: autoDraw = False
25.6479 	EXP 	boxLeft: autoDraw = False
25.6479 	EXP 	boxRight: autoDraw = False
25.6479 	EXP 	cue: autoDraw = False
25.6479 	EXP 	target: autoDraw = False
25.6479 	EXP 	blank: autoDraw = True
25.7692 	EXP 	Device response: <KeyPress from None: t=25.643173456192017, value=right, duration=0.1239769458770752>
